a1,a2,a3,a4,load,failure
1.8374709919077856,1.4473042396067128,1.3078883293738712,1.5611202746528348,0.0,1
3.4316984634301164,3.982725760399001,3.19263921226913,2.8148232420235946,0.0,1
3.5935603971198695,5.128195666722821,3.698583895222164,5.1937047737804924,0.0,1
3.978406223799207,3.248507595162779,3.0100374560241763,2.923608751889518,0.0,1
4.860217408611121,4.465452641696002,3.5232814935348293,4.592000205370169,0.0,1
3.270246976343661,3.6192435339213356,2.9413173276979014,2.9461641186925482,0.0,1
3.2845999192281408,4.077126335374245,3.373889439570902,3.1060224073218006,0.0,1
2.851874660812875,2.214155727197566,2.462549578801541,2.2431583631212795,0.0,1
3.4034496291389944,2.995166537604884,2.5452908147240243,2.4003791965063925,0.0,1
2.2663701171983606,2.3240417686970054,1.591371041802458,1.7683717722493988,0.0,1
2.101035916627391,2.601379527145699,1.7854933985620296,2.2278864327345063,0.0,1
2.8816714460985753,3.3668532697643454,2.8185948473920153,2.3282187250401116,0.0,1
4.1622688768798515,5.13701489894312,3.3503365192165395,2.9740425346851973,0.0,1
2.605753657115955,2.4763297331228844,2.1369893378798257,2.547157315730287,0.0,1
3.888697604128522,3.5396805161073965,3.113918232865941,3.0768197289338963,0.0,1
3.8482012861212165,3.992191227207875,3.743565119448286,4.254612375329406,0.0,1
3.2888368587639887,2.9408986486804674,2.850339065772337,3.083110885288989,0.0,1
3.065324453863506,3.2099041252497567,2.7461712356970596,3.3965935960082896,0.0,1
4.318817312112198,5.7143899788775565,4.736521604258569,3.9361520176922515,0.0,1
2.6725019462961423,4.253968678962008,3.1482347978640157,2.6278657320220202,0.0,1
2.1771363691464067,2.569146509225637,1.7077690292160386,1.715318643620381,0.0,1
4.0548580061421955,3.3194980911578873,2.99798723814339,2.827313762836231,0.0,1
3.577386717945145,4.107846141041002,3.351872071864067,2.8634881930890206,0.0,1
2.925048396747312,3.912411673201059,2.8174548312414838,3.1441381689530763,0.0,1
4.210552869343258,5.906543781142886,3.8701292439742807,3.778319274189272,0.0,1
4.568075162658548,4.0248899754818,3.617086788858923,4.16689965330148,0.0,1
3.1661642784673587,4.06603012435396,3.202749292795374,3.5414108871024483,0.0,1
5.4211486821532695,5.4386692301930255,4.6144261971048595,3.8107627535323467,0.0,1
3.2002376015546665,3.2208050851447365,2.719135751694327,2.242313222935171,0.0,1
2.7450613037650435,2.8822649437136834,2.4926389030926126,2.257779137417338,0.0,1
2.7422996554989587,2.4217260547348953,1.6908906707661122,1.4659067228201585,0.0,1
1.9543164166612392,2.393861499751884,2.094984919052361,1.9166274001864643,0.0,1
2.5680609965532675,2.447731908076854,2.7384704041883574,1.9629582743359535,0.0,1
2.519821615398884,2.2954896192257106,2.292864640806258,1.8501215436040004,0.0,1
3.534936834540347,4.732976537031528,2.7323441645625643,2.9908688642884487,0.0,1
4.077085910099968,4.11553006388367,3.4351215217743856,3.4987702896615014,0.0,1
3.2349494989944887,4.082589362007008,3.0490895312866155,3.470580974028533,0.0,1
3.795661634013472,4.345485245791395,3.437510663317769,3.2694681057553234,0.0,1
4.55805750980135,4.39782696703562,4.206082695900657,5.228319518651401,0.0,1
3.0650285865851523,3.8922745960416365,3.105795717824305,2.7617370343095073,0.0,1
3.45300956503188,3.4009375220912146,3.3822491674051203,1.9538633773382026,0.0,1
3.9365218124475443,5.004314539939308,3.0917856939307735,2.1105673260990083,0.0,1
2.50897821495974,2.9167801812205414,2.7258735595569674,3.200557967239006,0.0,1
2.451220784319669,2.2496464293020835,1.3734331293510775,3.089690009310781,0.0,1
3.5452068351815704,4.733452531200664,3.634333115926245,4.418631346481909,0.0,1
3.714389542005175,3.7056919093402594,3.0046141248236204,2.884210753255597,0.0,1
3.7650191357905385,3.4265377551889005,3.575622172683838,3.708100489110633,0.0,1
4.262871455980185,3.9321572712217967,3.455556644106003,3.800364921698276,0.0,1
4.9041237095060755,5.142220748869848,3.8895534952708055,3.969886046516274,0.0,1
3.6807225026269825,4.503431643118524,3.6011602016783275,2.8842920943147896,0.0,1
1.8665366731222135,2.3164872918280675,1.560386512425838,1.3463678464487405,0.0,1
4.848572231291598,3.0105807108875884,2.7707962064443157,2.3120475782759238,0.0,1
1.9097716954520068,2.1302608910830427,1.7592464432869392,1.679116753250066,0.0,1
1.7008730188820906,2.048565426340471,1.5123620887092537,1.234070675773209,0.0,1
2.38058362232217,3.187172034735138,3.268975899019618,2.3786922176768672,0.0,1
3.654325267254028,4.703944975834147,3.2751157122311754,3.9613897840348726,0.0,1
2.772551025997574,2.7704519696458876,2.294652124054212,2.165822157529836,0.0,1
4.088348714035074,3.6478558285044835,3.3660769837319857,2.985725128457841,0.0,1
4.196564313431692,4.105600928164085,3.311454716191236,3.3856123374266303,0.0,1
3.6682034270701167,4.3502819476924435,3.541162933794755,4.60646675134056,0.0,1
3.5309538556293254,2.9994548316172565,2.8466005245775614,3.022438946559331,0.0,1
3.6937015031144407,3.7003942569853465,3.576891709658786,3.047640499918458,0.0,1
2.4238918457725305,3.853631231514394,3.265432879891056,2.5112892253270416,0.0,1
1.9661273536132626,3.1684404102058914,1.6582051650821932,1.8434979433514287,0.0,1
2.6206693762476396,2.8495155346977925,2.315241076071599,2.1863238223479975,0.0,1
2.816705921886666,3.1299654457775183,3.000634626686334,2.677179244618595,0.0,1
3.385758936914649,3.687266603029613,3.123670842783613,2.6163966167919823,0.0,1
3.916816582249993,4.428998939057551,3.005524075052766,3.4637375252952127,0.0,1
5.068020218831154,4.28020364649179,4.1018222638103925,4.34618053697102,0.0,1
3.2318787497446944,3.730510990449091,3.0450272114531955,3.376464373076111,0.0,1
4.370501405004364,4.1559987238993905,4.068230915440515,3.230839200268946,0.0,1
3.478103606866799,4.105467613857024,3.3356792994948568,3.5930573028462134,0.0,1
3.85737367553062,3.930026834191827,3.2738404376122623,3.712932218413658,0.0,1
2.6915992004003253,2.9517347755067314,2.252501143704406,3.3700183703133195,0.0,1
3.4409140805439944,4.699310148542409,3.2642377895939,3.931348405832545,0.0,1
2.6643783766207787,3.34778779150135,3.116465177711797,3.3516951587511445,0.0,1
2.770572443369159,3.1642020706837446,2.8277564294259183,3.847868635878885,0.0,1
3.58210140350614,4.000100086074863,2.937007656092036,3.799319310575174,0.0,1
5.109650264475304,4.159638601412462,3.5300656106283497,4.059249413120893,0.0,1
3.803958904674776,4.612313166277737,3.310376094113938,3.5965968571475297,0.0,1
2.9799578803748736,3.5436456489717743,2.7142633668349365,2.715212771860047,0.0,1
3.529548876943866,4.131927788917495,2.937900640005495,3.8104509564835927,0.0,1
3.2608613007397262,3.664408883396498,3.0855133400189967,2.6162332171880296,0.0,1
3.7770042623548656,3.267153760683533,3.2269304981220093,2.4490054658176956,0.0,1
5.0626884093606,5.0882466305759255,3.9090950442971386,3.9585535401529306,0.0,1
1.9751324765165081,2.8692065338322483,2.00207094806832,2.702723385530944,0.0,1
1.9945922780784557,1.5605059869436306,1.411516518459946,2.0684271628102833,0.0,1
3.6542366272609064,4.051422976078379,3.4714916013195176,3.325898063476825,0.0,1
3.4502639934304353,3.502192660532323,3.3052780569024036,4.806701800152396,0.0,1
4.316202629627354,3.0931890270813494,2.7087399114811186,2.826654028254442,0.0,1
4.832421330123883,4.117556867746425,3.3262130557725547,3.9180462665307654,0.0,1
6.431989773448345,6.6226266738377735,5.5879844839752275,5.423002381668442,0.0,1
4.010353374526774,3.946064204919713,3.094671127050419,3.1977251876923205,0.0,1
3.0115801165012672,2.653551353082317,2.424354579393834,3.0924525882420144,0.0,1
3.138398163165137,3.957556152046375,2.953764993522877,3.1815337001112396,0.0,1
2.520366109696032,2.7222370406332197,2.0542652899125406,2.150163445461778,0.0,1
2.9538745347218125,2.8302122302348964,2.587580644700931,2.303742386042199,0.0,1
2.8025922790683127,3.3756763403127796,2.612352007390323,2.275790443249811,0.0,1
4.462088159525651,4.525564298813303,3.2120656565458314,3.459912530379729,0.0,1
2.9539890916533023,3.870607919791272,2.578136215975582,3.199529314603296,0.0,1
4.439713854140232,3.8176529927390135,3.3715287923394555,3.5195150597371145,0.0,1
4.8298553743744455,4.6484888040383225,3.228670965030938,4.208696107232924,0.0,1
4.25683209562229,3.64549867585148,3.152766190130472,4.0115699951668065,0.0,1
3.3078684730823817,2.8058842870527436,2.5260941047389536,3.052520715470662,0.0,1
4.317835688847699,4.0798077005975,3.5057647773853113,3.2608066358535224,0.0,1
3.972846804751831,4.040562273332175,2.5247428417749123,2.5791387750143717,0.0,1
2.9450460217421583,2.410296714922969,1.7961317743798466,1.700709016744884,0.0,1
2.58714876215925,2.4940089467973285,1.8221228711783268,1.9298475810928932,0.0,1
4.674392605478876,5.485435473100321,3.7226542252104338,3.9472711879048394,0.0,1
4.652057730418957,3.7978728950156295,3.305481729841365,3.292701338123901,0.0,1
4.542940615633398,4.531844138634314,2.733117810435856,3.336078276491394,0.0,1
5.053764013725841,4.999207429793985,3.8002247104212565,4.543893048172956,0.0,1
3.1101415516057473,3.330948920794163,2.6309922780405506,3.185411645087742,0.0,1
4.012531470836856,4.135608850716043,3.6433252593545933,2.9652698777070934,0.0,1
3.0100904141953944,4.321455474401261,3.171949414677857,3.7111748653449217,0.0,1
2.4994995457855635,3.141834531777999,2.3737443682136203,2.8039878389180437,0.0,1
2.8779941262816306,2.9693545258257616,1.7120275438101191,1.6588156475652136,0.0,1
3.298185327276301,4.893663670831371,3.4197465751203246,3.3056691195153856,0.0,1
2.9955170604193926,3.6968159887925087,2.6434190007637857,3.405962422056049,0.0,1
2.2778664215774214,2.5578280509823488,2.2934727549870875,1.8368409987184915,0.0,1
2.9482866990511605,3.210421767077299,2.5298569865364815,3.4631475054155643,0.0,1
4.59360766034669,4.5606500814760675,3.9210225284406643,4.1152041006193425,0.0,1
4.114419753554165,4.894109212798216,3.807437453880533,4.160103299299022,0.0,1
3.2361489886337957,5.448458809038871,3.347200993621318,3.6529699577347228,0.0,1
3.4594984498005,3.5265826137261937,2.689778142670617,3.663666823745419,0.0,1
3.063776408592516,4.546963948479303,3.205390634863159,3.179212137679362,0.0,1
3.4025231777059726,3.7821007029190143,3.1561353922555355,2.2426148891692668,0.0,1
3.1887091382383104,3.886947108706644,2.5779865797244086,2.185468147971102,0.0,1
2.779435343222621,3.23848365110007,2.3970812131090637,3.3404856997915253,0.0,1
2.667217214485949,2.3169458703883947,1.7058948591029308,3.3990188238029444,0.0,1
4.224666917362973,4.346515978955164,3.513472666196414,4.076574056784921,0.0,1
3.4418615034106534,4.939062975293023,3.711265340228382,3.585918855709773,0.0,1
3.0247335908848587,2.9203454161350604,2.7917495139033295,3.18487117919588,0.0,1
5.144342429577306,5.324150236931964,3.928979308316671,4.422524431046619,0.0,1
4.757626270862056,5.388239400288007,4.2014562148542005,4.118800222738586,0.0,1
2.6201682386282807,3.223655323328094,2.6925443727091336,2.415708375423949,0.0,1
2.7967225785494048,2.7914169143596688,2.312132310779669,1.9906303529421199,0.0,1
2.344030276206944,2.673283635298429,1.7416531235612727,1.7849992735979525,0.0,1
2.2124272946804076,2.6757298097355044,1.9705151593661558,1.8585972482768505,0.0,1
2.7489442970407647,3.0493989943791893,2.5564359732057853,2.252823342186887,0.0,1
2.4640359211323353,4.233750018121077,3.224336002089485,2.1782198031053897,0.0,1
2.593533800341331,4.026482618732243,2.614362676004834,3.262510582200435,0.0,1
3.380168136223634,3.982828734446264,2.884536054508608,2.621274474680465,0.0,1
4.451391607672894,4.429915695648821,3.502333109773154,3.3158179948791675,0.0,1
3.9136659379460714,4.903368357857908,3.987981790399181,4.148078488520126,0.0,1
3.0612740375300262,3.2375764957006457,2.5776064958390545,2.7978858398940796,0.0,1
3.053900406174686,2.428328230288548,1.933128685062135,2.6176923978261293,0.0,1
4.636949087219174,5.008965998609588,4.464497406282535,3.4776216465798586,0.0,1
2.6144942508373448,3.9399861634149516,2.82038380863589,3.5179075478484694,0.0,1
2.7251865186181803,2.747364309547115,2.0387597036570617,1.581935830518218,0.0,1
2.8255353530439407,3.2217984946886,2.5333091305759967,2.996691486445344,0.0,1
3.107220566148119,3.5197306235465766,2.8332348017673734,3.129106216896189,0.0,1
3.1222230039771897,3.4548570257043303,2.5093228516014845,2.3926890758811714,0.0,1
4.9103054145397165,6.358912796739473,3.843858362069259,3.4654208723598354,0.0,1
5.254100754854814,5.798447493732269,3.9422426402367594,4.2660570151164325,0.0,1
2.951445373040475,3.558992943666569,2.603717579152162,2.9320953510267063,0.0,1
5.625854289072222,5.389607957106154,4.3418148541754595,4.481121044531166,0.0,1
4.094912545346781,4.199135584899499,3.5557886647801564,3.1956813849356642,0.0,1
3.2664160575989643,2.7934770968099305,2.700629725541765,3.7908363839851975,0.0,1
3.571240727680094,3.008896524492346,2.26916180149057,3.996328522234596,0.0,1
3.9517470531611196,5.344587477648068,4.265810224062779,5.5397269638543385,0.0,1
4.305495992792153,5.944616836491045,4.81081066818406,5.460640619832401,0.0,1
2.9553130266699155,3.9665458712704007,3.2626329033304016,4.968451270064355,0.0,1
4.512539695353424,5.083276822614717,4.234701626706869,4.093415999976145,0.0,1
3.947313707497861,4.030942773808018,3.012899869770248,3.681449306508586,0.0,1
3.8541882597295434,5.274491386502638,3.5689730884133932,4.027653668747388,0.0,1
3.2282068588544908,5.368281733927748,3.3383960790679477,3.6638096745708033,0.0,1
2.98440558354725,2.439628715056964,2.3654584092260733,2.375072385185741,0.0,1
3.20658584399539,3.5842276759994234,2.874777474448784,2.8968212365057284,0.0,1
3.3003800068137896,2.923447896361922,2.9410188075839594,2.370795104123713,0.0,1
2.243280135124817,4.01645819518326,2.9705138111086766,1.8629829512755678,0.0,1
2.380219323542915,2.842357650356463,2.3012200447167896,2.6321019922555347,0.0,1
2.305639741196319,1.7315775617609206,1.4196860705659775,1.677499412535074,0.0,1
3.4596112153983225,2.9808169435428438,2.9119879757540086,2.9154081881453418,0.0,1
3.9510137340549134,3.387930182532473,2.9924575228204002,4.248754757787649,0.0,1
2.3785354698363164,2.8272750705111633,2.3167619832634134,2.1312223430403727,0.0,1
4.741279373580922,4.157141988983619,3.1417408220977525,3.9551219735776244,0.0,1
4.078817560681161,4.731443088441129,4.068368097886104,3.669775830149907,0.0,1
3.6142207240889075,4.227012202015219,3.2287430753948287,3.220865081204707,0.0,1
2.2752056308576902,2.577850408161703,2.181888402041045,1.5523821080761233,0.0,1
3.5806867075118927,3.16161556444502,2.537680735525035,2.710783183718149,0.0,1
2.4172952695097862,2.044504687369848,1.4893451384482612,1.5089116210273286,0.0,1
2.4074014411152245,3.102731007614371,2.09772237535479,2.5198369474147393,0.0,1
2.862583400060306,3.394029932962372,2.7204616473538814,3.05068648969488,0.0,1
3.448289824128392,2.6574766071614344,2.410933731817585,3.580956023725501,0.0,1
3.0897053373078793,3.2554327001007777,2.190224923098894,2.667106979934417,0.0,1
4.307112790309005,4.858079053074411,4.283180598994307,3.3176518984930796,0.0,1
4.26328821269817,4.448405320637766,3.1911205797429565,4.006299200750809,0.0,1
2.9691132363585493,2.8090004468281147,2.3109666910417292,2.8153419954465195,0.0,1
3.323914650565556,3.4050596405908187,2.4297882416106638,3.440483861179696,0.0,1
4.422256685217513,5.460000886877241,4.29021972853837,3.6538164750180226,0.0,1
2.9480492282319144,3.444430705847808,2.735269193009018,2.43226673926343,0.0,1
2.2177580407158484,2.5153457822630463,1.7986216204886771,1.5418976255660335,0.0,1
2.564559941378249,2.074443741201459,1.7232759336634895,2.546885929284885,0.0,1
3.6380507260816315,3.6402045009017323,2.8952761317384814,2.9845392871005405,0.0,1
3.491007995983363,3.6813838883229852,3.5493942564656993,3.225284286180072,0.0,1
4.903508153254325,5.168542754067304,3.6891169513482684,3.8053079106907393,0.0,1
5.193094784556009,6.630879087253709,4.1841136529953795,5.041055738352038,0.0,1
3.60987290569884,4.45670686417031,3.0257773439883358,3.703701859344292,0.0,1
4.089570779325435,4.653154874055809,4.163207681856889,2.997276208907778,0.0,1
2.9285490092858044,3.4587597785620408,2.532214578138321,2.0304185625316538,0.0,1
2.9501403105462316,2.888793113765595,2.445079262327235,2.4893141774845744,0.0,1
4.214825677741086,2.900050227257438,2.1960570571356945,2.0123463087962072,0.0,1
2.979019935524418,4.034750356827198,2.934313298113512,2.1458006754424823,0.0,1
3.047161342143517,5.095333831530647,3.709995154528194,3.8413046448044517,0.0,1
2.7858904759112733,2.864299903101067,2.4112817987073814,2.2753832251932984,0.0,1
4.040991609974685,5.321801453114198,3.2009841486060995,4.955690640064429,0.0,1
4.696985573324611,4.377660083009302,3.7295100557299175,3.755356394424273,0.0,1
3.2084823060218715,3.2546532994816695,2.8778150057899197,3.14238946010955,0.0,1
3.189970019422821,4.504227091081334,3.1088173089054942,3.899491151856188,0.0,1
3.5093849244587716,3.950699115871845,3.092429001392502,3.5643670626880666,0.0,1
2.244724423453758,2.3304643044244138,1.8376789788356724,2.2892627862460233,0.0,1
3.2161917846117096,3.198663271918463,3.1194655784052054,2.4028269770895383,0.0,1
3.5271140262373954,3.9548603522146504,3.142710024668443,2.393328755905665,0.0,1
2.4548913235519283,2.7798560184653627,2.394977331498583,2.900376006908106,0.0,1
3.034066482199763,2.0813035923938643,1.6684808604031673,3.1347589198162793,0.0,1
3.0644197804209163,3.236385555249462,2.7218173664815435,3.704743744988144,0.0,1
3.9885061938170425,4.596018094175878,3.6608969283112818,3.94501662371589,0.0,1
3.007311478153241,2.644728141706754,2.528383040118452,2.592925163838807,0.0,1
4.732730383308045,4.940943424387533,3.829369949742111,3.9468530960853045,0.0,1
4.769971130010021,6.217905770344257,4.519956323392866,4.368921017271089,0.0,1
3.0731782366606697,3.2008668965119447,2.921332197602128,2.9808657102030134,0.0,1
1.986070608239581,2.1842927622980217,1.8425412727380714,1.3577741781319368,0.0,1
4.296750999805776,3.206376523295547,2.867325807060632,2.840794040998416,0.0,1
2.6316087831315254,3.055686631999191,2.2881088613434777,2.349894722733992,0.0,1
2.522896226327566,2.5841781414540925,2.4034761322361615,2.605079721610863,0.0,1
2.96826872298735,5.330888203149442,4.193614615085634,2.8887036535989883,0.0,1
3.603590314897959,3.5841028130208694,3.050515735651515,4.57988310306944,0.0,1
2.7611146651551812,3.217527553914871,1.9274078822876428,2.5686061262763538,0.0,1
5.173599424834983,4.484755993038375,3.8815712073571986,3.2237977325867817,0.0,1
3.3156718106292713,4.194127925444506,3.7434087447969424,4.786152660360453,0.0,1
2.592158921179716,3.191285756018279,2.843817815803102,2.9292683888170052,0.0,1
3.718723882629492,3.7867508600646023,3.088906138006604,3.355599542720399,0.0,1
3.698212324535204,5.001851028908549,4.373442775239596,3.8137922011891656,0.0,1
3.70520120107769,3.4680501385659044,3.1403264609842725,1.9553534215836126,0.0,1
3.012249950748852,2.914666091939126,2.075424987236935,1.4005584895675567,0.0,1
2.5454235827798564,3.0276351050441015,2.129817912394616,2.878568416059177,0.0,1
3.1442749836689403,3.000266947860809,2.3612816777879106,2.360526369842483,0.0,1
4.116048474721291,4.4752755713873515,3.226765654091139,3.120754844574094,0.0,1
4.244041574446038,5.075656510381607,3.259083087177286,4.09747267333985,0.0,1
4.458928815862578,3.8548427799988496,3.6513863060090803,3.275449386208435,0.0,1
3.2808311198878086,3.0486682562495555,2.6289210792561915,2.7214815471087808,0.0,1
3.939280375036763,4.1809690737043805,3.8218490265031826,3.2009475160687084,0.0,1
3.0045839119068782,4.360255417385942,3.2357116953679244,3.0965987976943175,0.0,1
3.0610622437524064,2.74203710659835,2.2526426281479477,3.1594436125824097,0.0,1
3.2464543880934245,3.037673735658568,2.186767388005309,3.2242563280456187,0.0,1
3.3069878022531,3.5224052160546235,2.8051798173704565,2.965945839094049,0.0,1
2.5724438738884072,4.279032313841157,3.4705380291636314,3.8168022237303862,0.0,1
2.5091870892385826,1.9932734952981028,2.1564777808949978,3.213157810123407,0.0,1
4.24440966290174,4.578692207218276,3.3663015213904135,4.662111426465462,0.0,1
4.641962127776066,3.5128702512905607,3.236868851908173,4.299559867697961,0.0,1
3.928936171308403,3.8085940161144047,3.514340117835756,3.5505833986054145,0.0,1
3.7375239303324137,3.8621000035811752,3.38334910526336,3.0783825235536595,0.0,1
3.338000951073669,3.647603852217731,2.870441034200208,3.8360738557784857,0.0,1
2.7432275857594575,3.1824663728108904,2.7328044154218323,2.539256923805346,0.0,1
3.1638717196657336,3.049161677336129,2.7340850335302878,2.2545144716624885,0.0,1
3.509592507785302,3.8260000326861183,3.183565020814202,2.5324950240454474,0.0,1
1.9794170873579693,2.498486347185685,2.034682358838596,2.4384449982770566,0.0,1
1.974165282768982,1.509003032882575,1.2371288279619628,1.786803249269687,0.0,1
3.87857350414409,3.9057577131406997,3.104461731167293,2.8788998995474375,0.0,1
2.959883930545163,4.256742579296909,3.6281979295285853,4.172927236877627,0.0,1
2.295185735391251,2.3243345183112942,1.803895800673479,1.6686453493886266,0.0,1
4.409831094081494,4.456151363325203,3.790401398534199,3.8384443223484688,0.0,1
5.38264186641621,5.223064820398646,4.677316694578226,4.220051221601543,0.0,1
2.6592323657534283,3.794463995002317,2.8024408111311994,2.8336908005271484,0.0,1
2.1225551633865067,2.8865683460493314,2.468173117678497,2.595442235453635,0.0,1
2.5275502646546997,3.080415465247812,2.7379841301152537,2.6668408501427483,0.0,1
1.7715110706477204,1.819534941186525,1.5259931871709616,1.5598877715907853,0.0,1
1.6663838768632766,1.814005343723121,1.429704875550241,1.6999923076701573,0.0,1
3.317032749541416,4.501202144489931,3.1787490085990098,2.9591581372182203,0.0,1
3.650263105374421,5.133445605637471,3.846764163712439,3.725513837519771,0.0,1
3.6178244825561428,4.041227500109263,2.5787536974226635,3.4107950434081102,0.0,1
5.12414207030342,5.89059061024058,4.980115330757573,3.5178540764422834,0.0,1
4.758476608521714,4.269543958032241,3.4287572958094836,4.346563635966992,0.0,1
2.899431603555229,3.1294831970060843,2.833910601067269,3.117906852816434,0.0,1
3.356922550140336,3.586641220072775,2.863339532689255,3.5944772075600686,0.0,1
3.738250064645728,4.467707348034156,3.472383831706491,3.2820268115253532,0.0,1
2.433024038890383,4.18661043437504,2.7533086829372926,3.0919436977879435,0.0,1
2.27907756753592,2.6254902193004477,2.0379452649895375,1.971387624404568,0.0,1
2.527126032104764,2.7397753753867007,2.4098566687883305,2.9139945507217435,0.0,1
2.7031119234771244,2.757533248351929,2.6229409068703147,2.2721322069192715,0.0,1
3.3005680469414522,2.935998149222746,2.5238208919868237,2.819023080402118,0.0,1
3.815807975777038,5.069462961664305,3.070603977289044,4.336233229449313,0.0,1
4.473085602481667,4.844497283794865,4.126678943329939,4.635427495587377,0.0,1
3.366344522196879,3.221389713366795,2.6286883205553315,3.4862192269177554,0.0,1
3.8225690238814187,5.0253321297313125,3.735130231611062,3.1020267961464136,0.0,1
2.9938493659417116,3.910952216750685,2.931688169044148,2.6675055340581673,0.0,1
2.692314827266829,2.6367831786073244,2.1166402638846695,1.8368590671960379,0.0,1
3.1487806064799795,2.180946358588867,1.9414672754460038,1.4678740753240682,0.0,1
2.452937187702332,2.839801795988411,2.1342810519785367,1.9646124701043295,0.0,1
1.863601354963592,2.5221339133562677,2.045452598673958,1.9331725896775518,0.0,1
2.6045405297038395,2.631082496550424,2.507064599991553,1.9526960132381905,0.0,1
4.039323524677898,4.906738143229474,3.0820944507410073,3.1612838318157954,0.0,1
4.2804421709847675,4.133205893740947,3.5237674174302693,3.6137720412595296,0.0,1
3.6677059986878007,3.8507550886505446,2.958270468389273,3.0108832555922906,0.0,1
3.465643345568515,4.132559396465756,2.740095039742461,3.480892095117816,0.0,1
5.101614485575987,4.318097877585739,3.7360831424075536,4.987668627835729,0.0,1
3.277571020301861,4.220044919365905,3.2141819619915,3.0642902760295674,0.0,1
3.781557465706326,4.076066069818806,3.5786056909275152,2.719498015360513,0.0,1
3.1107502459148724,3.500315266643063,2.512763111073492,2.590590488992076,0.0,1
1.922386463613435,3.770005553754449,2.500132655045192,3.39490192942173,0.0,1
2.4582796766654478,1.6469585209402295,1.6028010379194084,2.865003974346999,0.0,1
3.56368352048509,4.278396118989274,3.5579886268436245,4.154557509871203,0.0,1
2.823632753970291,4.671308831477538,3.1496278079425526,3.4445624468783165,0.0,1
3.1013097735264017,3.069755982375633,2.873578773586568,2.926323354438108,0.0,1
4.7413997740347344,5.295428798034532,3.946813672551923,4.765984140959056,0.0,1
5.436536294075026,6.184161291361407,4.771675624594525,4.733852135154305,0.0,1
3.156340460253857,3.696944822466149,2.8376498376687787,2.88111663327529,0.0,1
2.820753908052163,3.287543756772606,2.368930477243385,2.348352969713928,0.0,1
4.761228652247185,3.6131872220130825,2.843804202506285,2.478525553345239,0.0,1
1.8470848161090005,1.6540991620443797,1.482013260238443,1.5448361673257964,0.0,1
1.5167092015604327,1.7808266707852922,1.5071507841929015,1.2973071859224443,0.0,1
2.3863480199898195,2.990545469711729,2.390438765848168,2.1156788935564195,0.0,1
3.286125497853174,3.7828214995384233,3.4566015850148233,3.3306523970178725,0.0,1
2.6313176017164923,3.125854581692413,1.912813693887606,2.9573214555341627,0.0,1
5.482399525507332,6.796924128990503,5.273340054876942,4.565811238151708,0.0,1
3.2979269865639917,5.033302930953868,3.2354342523064488,4.445792201791792,0.0,1
4.361115852268338,4.095881186322967,3.302315045144325,4.138889760651386,0.0,1
4.963805793880732,4.752381717773899,3.2011726871517547,4.529796686314377,0.0,1
4.4859670278684876,4.82052903836335,4.152971052478543,3.9257532180966095,0.0,1
3.478320930356322,4.29656372391464,2.837169617264455,3.1913361228099517,0.0,1
4.098508208115187,4.006399526065334,2.7020918429666265,1.8649199303362776,0.0,1
2.1766658652268536,2.8626703285094797,2.3405731178990696,2.8761766193850637,0.0,1
2.631239959394694,2.6693815861054775,2.774398207379745,2.544116437012238,0.0,1
3.2841188442236318,3.9603644665016207,2.779813740724244,3.047670851428129,0.0,1
